"No.","Time","Source","Destination","Protocol","Length","Info"
"1141","97.575360842","10.0.2.5","10.0.2.10","TCP","60","2638  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1142","97.575361012","10.0.2.5","10.0.2.10","TCP","60","1658  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1143","97.575361113","10.0.2.5","10.0.2.10","TCP","60","2068  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1144","97.575510913","10.0.2.5","10.0.2.10","TCP","60","50800  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1145","97.575511024","10.0.2.5","10.0.2.10","TCP","60","6969  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1146","97.575511114","10.0.2.5","10.0.2.10","TCP","60","20222  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1147","97.575511204","10.0.2.5","10.0.2.10","TCP","60","1047  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1148","97.575511284","10.0.2.5","10.0.2.10","TCP","60","32778  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1149","97.575623625","10.0.2.5","10.0.2.10","TCP","60","2030  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1150","97.575623715","10.0.2.5","10.0.2.10","TCP","60","9002  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1151","97.575623805","10.0.2.5","10.0.2.10","TCP","60","7103  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1152","97.575812469","10.0.2.10","10.0.2.5","TCP","58","58019  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1153","97.575843357","10.0.2.10","10.0.2.5","TCP","58","58019  >  8180 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1154","97.575857523","10.0.2.10","10.0.2.5","TCP","58","58019  >  801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1155","97.575874014","10.0.2.10","10.0.2.5","TCP","58","58019  >  222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1156","97.575886508","10.0.2.10","10.0.2.5","TCP","58","58019  >  687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1157","97.576188103","10.0.2.5","10.0.2.10","TCP","60","5004  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1158","97.576188224","10.0.2.5","10.0.2.10","TCP","60","8180  >  58019 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"1159","97.576188314","10.0.2.5","10.0.2.10","TCP","60","801  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1160","97.576188404","10.0.2.5","10.0.2.10","TCP","60","222  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1161","97.576188494","10.0.2.5","10.0.2.10","TCP","60","687  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1162","97.576226856","10.0.2.10","10.0.2.5","TCP","54","58019  >  8180 [RST] Seq=1 Win=0 Len=0"
"1163","97.576301396","10.0.2.10","10.0.2.5","TCP","58","58019  >  1108 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1164","97.576461296","10.0.2.10","10.0.2.5","TCP","58","58019  >  1755 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1165","97.576727896","10.0.2.5","10.0.2.10","TCP","60","1108  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1166","97.576728026","10.0.2.5","10.0.2.10","TCP","60","1755  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1167","97.577730245","10.0.2.10","10.0.2.5","TCP","58","58019  >  1102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1168","97.577765692","10.0.2.10","10.0.2.5","TCP","58","58019  >  50003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1169","97.577779157","10.0.2.10","10.0.2.5","TCP","58","58019  >  25735 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1170","97.577796229","10.0.2.10","10.0.2.5","TCP","58","58019  >  1783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1171","97.577808883","10.0.2.10","10.0.2.5","TCP","58","58019  >  1521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
